"","State","population","year"
"4419","OR",1937,1965
"4420","OR",1969,1966
"4421","OR",1979,1967
"4422","OR",2004,1968
"4423","OR",2062,1969
"4424","OR",2091.533,1970
"4425","OR",2151.022,1971
"4426","OR",2197.297,1972
"4427","OR",2241.932,1973
"4428","OR",2285.013,1974
"4429","OR",2329.661,1975
"4430","OR",2378.262,1976
"4431","OR",2446.673,1977
"4432","OR",2518.298,1978
"4433","OR",2588.012,1979
"4434","OR",2641.218,1980
"4435","OR",2667.982,1981
"4436","OR",2664.922,1982
"4437","OR",2653.066,1983
"4438","OR",2666.588,1984
"4439","OR",2672.652,1985
"4440","OR",2683.528,1986
"4441","OR",2700.991,1987
"4442","OR",2741.297,1988
"4443","OR",2790.575,1989
"4444","OR",2858.547,1990
"4445","OR",2918.745,1991
"4446","OR",2973.934,1992
"4447","OR",3034.49,1993
"4448","OR",3087.142,1994
"4449","OR",3141.421,1995
"4450","OR",3195.087,1996
"4451","OR",3243.254,1997
"4452","OR",3282.055,1998
"4453","OR",3316.154,1999
"4454","OR",3429.708,2000
"4455","OR",3467.937,2001
"4456","OR",3513.424,2002
"4457","OR",3547.376,2003
"4458","OR",3569.463,2004
"4459","OR",3613.202,2005
"4460","OR",3670.883,2006
"4461","OR",3722.417,2007
"4462","OR",3768.748,2008
"4463","OR",3808.6,2009
"4464","OR",3837.532,2010
"4465","OR",3871.728,2011
"4466","OR",3899.118,2012
"4467","OR",3922.908,2013
"4468","OR",3964.106,2014
"4469","OR",4016.918,2015
"4470","OR",4091.404,2016
"4471","OR",4146.592,2017
"4472","OR",4190.713,2018
"4473","OR",415,1900
"4474","OR",434,1901
"4475","OR",454,1902
"4476","OR",479,1903
"4477","OR",504,1904
"4478","OR",530,1905
"4479","OR",555,1906
"4480","OR",580,1907
"4481","OR",610,1908
"4482","OR",643,1909
"4483","OR",677,1910
"4484","OR",692,1911
"4485","OR",706,1912
"4486","OR",722,1913
"4487","OR",736,1914
"4488","OR",745,1915
"4489","OR",756,1916
"4490","OR",763,1917
"4491","OR",763,1918
"4492","OR",774,1919
"4493","OR",788,1920
"4494","OR",798,1921
"4495","OR",814,1922
"4496","OR",833,1923
"4497","OR",856,1924
"4498","OR",883,1925
"4499","OR",905,1926
"4500","OR",925,1927
"4501","OR",936,1928
"4502","OR",947,1929
"4503","OR",956,1930
"4504","OR",966,1931
"4505","OR",972,1932
"4506","OR",978,1933
"4507","OR",985,1934
"4508","OR",1001,1935
"4509","OR",1025,1936
"4510","OR",1048,1937
"4511","OR",1067,1938
"4512","OR",1081,1939
"4513","OR",1086,1940
"4514","OR",1071,1941
"4515","OR",1107,1942
"4516","OR",1221,1943
"4517","OR",1233,1944
"4518","OR",1250,1945
"4519","OR",1338,1946
"4520","OR",1361,1947
"4521","OR",1405,1948
"4522","OR",1431,1949
"4523","PA",10507,1950
"4524","PA",10461,1951
"4525","PA",10503,1952
"4526","PA",10662,1953
"4527","PA",10817,1954
"4528","PA",10939,1955
"4529","PA",10972,1956
"4530","PA",10954,1957
"4531","PA",11058,1958
"4532","PA",11234,1959
"4533","PA",11329,1960
"4534","PA",11392,1961
"4535","PA",11355,1962
"4536","PA",11424,1963
"4537","PA",11519,1964
"4538","PA",11620,1965
"4539","PA",11664,1966
"4540","PA",11681,1967
"4541","PA",11741,1968
"4542","PA",11741,1969
"4543","PA",11800.766,1970
"4544","PA",11886.4,1971
"4545","PA",11908.233,1972
"4546","PA",11890.527,1973
"4547","PA",11870.884,1974
"4548","PA",11906.095,1975
"4549","PA",11897.378,1976
"4550","PA",11893.591,1977
"4551","PA",11879.396,1978
"4552","PA",11887.975,1979
"4553","PA",11868.305,1980
"4554","PA",11858.567,1981
"4555","PA",11845.146,1982
"4556","PA",11837.723,1983
"4557","PA",11815.172,1984
"4558","PA",11770.862,1985
"4559","PA",11782.752,1986
"4560","PA",11810.866,1987
"4561","PA",11845.752,1988
"4562","PA",11865.996,1989
"4563","PA",11895.604,1990
"4564","PA",11943.16,1991
"4565","PA",11980.819,1992
"4566","PA",12022.128,1993
"4567","PA",12042.545,1994
"4568","PA",12044.78,1995
"4569","PA",12038.008,1996
"4570","PA",12015.888,1997
"4571","PA",12002.329,1998
"4572","PA",11994.016,1999
"4573","PA",12284.173,2000
"4574","PA",12298.97,2001
"4575","PA",12331.031,2002
"4576","PA",12374.658,2003
"4577","PA",12410.722,2004
"4578","PA",12449.99,2005
"4579","PA",12510.809,2006
"4580","PA",12563.937,2007
"4581","PA",12612.285,2008
"4582","PA",12666.858,2009
"4583","PA",12711.158,2010
"4584","PA",12744.583,2011
"4585","PA",12766.827,2012
"4586","PA",12776.621,2013
"4587","PA",12789.101,2014
"4588","PA",12785.759,2015
"4589","PA",12783.538,2016
"4590","PA",12790.447,2017
"4591","PA",12807.06,2018
"4592","PA",6313,1900
"4593","PA",6439,1901
"4594","PA",6567,1902
"4595","PA",6699,1903
"4596","PA",6833,1904
"4597","PA",6970,1905
"4598","PA",7110,1906
"4599","PA",7253,1907
"4600","PA",7398,1908
"4601","PA",7546,1909
"4602","PA",7706,1910
"4603","PA",7850,1911
"4604","PA",7986,1912
"4605","PA",8139,1913
"4606","PA",8276,1914
"4607","PA",8362,1915
"4608","PA",8463,1916
"4609","PA",8578,1917
"4610","PA",8524,1918
"4611","PA",8643,1919
"4612","PA",8740,1920
"4613","PA",8900,1921
"4614","PA",8982,1922
"4615","PA",9148,1923
"4616","PA",9383,1924
"4617","PA",9478,1925
"4618","PA",9594,1926
"4619","PA",9745,1927
"4620","PA",9802,1928
"4621","PA",9723,1929
"4622","PA",9649,1930
"4623","PA",9707,1931
"4624","PA",9764,1932
"4625","PA",9784,1933
"4626","PA",9795,1934
"4627","PA",9774,1935
"4628","PA",9767,1936
"4629","PA",9790,1937
"4630","PA",9952,1938
"4631","PA",9901,1939
"4632","PA",9896,1940
"4633","PA",9911,1941
"4634","PA",9704,1942
"4635","PA",9444,1943
"4636","PA",9214,1944
"4637","PA",9143,1945
"4638","PA",9866,1946
"4639","PA",10196,1947
"4640","PA",10287,1948
"4641","PA",10390,1949
"4642","RI",786,1950
"4643","RI",784,1951
"4644","RI",802,1952
"4645","RI",815,1953
"4646","RI",816,1954
"4647","RI",823,1955
"4648","RI",840,1956
"4649","RI",851,1957
"4650","RI",858,1958
"4651","RI",857,1959
"4652","RI",855,1960
"4653","RI",858,1961
"4654","RI",871,1962
"4655","RI",876,1963
"4656","RI",885,1964
"4657","RI",893,1965
"4658","RI",899,1966
"4659","RI",909,1967
"4660","RI",922,1968
"4661","RI",932,1969
"4662","RI",949.723,1970
"4663","RI",963.107,1971
"4664","RI",974.79,1972
"4665","RI",975.738,1973
"4666","RI",950.615,1974
"4667","RI",942.788,1975
"4668","RI",946.089,1976
"4669","RI",950.23,1977
"4670","RI",951.816,1978
"4671","RI",950.382,1979
"4672","RI",948.773,1980
"4673","RI",953.013,1981
"4674","RI",954.17,1982
"4675","RI",956.382,1983
"4676","RI",961.894,1984
"4677","RI",968.955,1985
"4678","RI",977.341,1986
"4679","RI",989.604,1987
"4680","RI",996.408,1988
"4681","RI",1000.666,1989
"4682","RI",1004.649,1990
"4683","RI",1003.99,1991
"4684","RI",1000.571,1992
"4685","RI",997.852,1993
"4686","RI",993.412,1994
"4687","RI",989.203,1995
"4688","RI",987.858,1996
"4689","RI",986.966,1997
"4690","RI",987.704,1998
"4691","RI",990.819,1999
"4692","RI",1050.268,2000
"4693","RI",1057.142,2001
"4694","RI",1065.995,2002
"4695","RI",1071.342,2003
"4696","RI",1074.579,2004
"4697","RI",1067.916,2005
"4698","RI",1063.096,2006
"4699","RI",1057.315,2007
"4700","RI",1055.003,2008
"4701","RI",1053.646,2009
"4702","RI",1053.938,2010
"4703","RI",1053.536,2011
"4704","RI",1054.601,2012
"4705","RI",1055.122,2013
"4706","RI",1056.017,2014
"4707","RI",1056.173,2015
"4708","RI",1057.063,2016
"4709","RI",1056.486,2017
"4710","RI",1057.315,2018
"4711","RI",430,1900
"4712","RI",441,1901
"4713","RI",450,1902
"4714","RI",460,1903
"4715","RI",471,1904
"4716","RI",481,1905
"4717","RI",492,1906
"4718","RI",505,1907
"4719","RI",519,1908
"4720","RI",532,1909
"4721","RI",545,1910
"4722","RI",556,1911
"4723","RI",567,1912
"4724","RI",578,1913
"4725","RI",589,1914
"4726","RI",597,1915
"4727","RI",598,1916
"4728","RI",606,1917
"4729","RI",604,1918
"4730","RI",603,1919
"4731","RI",613,1920
"4732","RI",629,1921
"4733","RI",644,1922
"4734","RI",656,1923
"4735","RI",669,1924
"4736","RI",680,1925
"4737","RI",681,1926
"4738","RI",677,1927
"4739","RI",678,1928
"4740","RI",684,1929
"4741","RI",686,1930
"4742","RI",681,1931
"4743","RI",677,1932
"4744","RI",675,1933
"4745","RI",675,1934
"4746","RI",678,1935
"4747","RI",686,1936
"4748","RI",694,1937
"4749","RI",694,1938
"4750","RI",701,1939
"4751","RI",719,1940
"4752","RI",731,1941
"4753","RI",748,1942
"4754","RI",760,1943
"4755","RI",795,1944
"4756","RI",776,1945
"4757","RI",770,1946
"4758","RI",776,1947
"4759","RI",787,1948
"4760","RI",801,1949
"4761","SC",2113,1950
"4762","SC",2167,1951
"4763","SC",2178,1952
"4764","SC",2181,1953
"4765","SC",2176,1954
"4766","SC",2200,1955
"4767","SC",2229,1956
"4768","SC",2274,1957
"4769","SC",2304,1958
"4770","SC",2348,1959
"4771","SC",2392,1960
"4772","SC",2409,1961
"4773","SC",2423,1962
"4774","SC",2460,1963
"4775","SC",2475,1964
"4776","SC",2494,1965
"4777","SC",2520,1966
"4778","SC",2533,1967
"4779","SC",2559,1968
"4780","SC",2570,1969
"4781","SC",2590.713,1970
"4782","SC",2662.269,1971
"4783","SC",2719.197,1972
"4784","SC",2776.605,1973
"4785","SC",2844.749,1974
"4786","SC",2902.028,1975
"4787","SC",2943.657,1976
"4788","SC",2991.681,1977
"4789","SC",3044.364,1978
"4790","SC",3090.267,1979
"4791","SC",3134.502,1980
"4792","SC",3179.255,1981
"4793","SC",3207.614,1982
"4794","SC",3234.066,1983
"4795","SC",3271.868,1984
"4796","SC",3303.209,1985
"4797","SC",3342.758,1986
"4798","SC",3380.506,1987
"4799","SC",3412.096,1988
"4800","SC",3456.775,1989
"4801","SC",3499.064,1990
"4802","SC",3559.47,1991
"4803","SC",3600.576,1992
"4804","SC",3634.507,1993
"4805","SC",3666.456,1994
"4806","SC",3699.943,1995
"4807","SC",3738.974,1996
"4808","SC",3790.066,1997
"4809","SC",3839.578,1998
"4810","SC",3885.736,1999
"4811","SC",4024.223,2000
"4812","SC",4064.995,2001
"4813","SC",4107.795,2002
"4814","SC",4150.297,2003
"4815","SC",4210.921,2004
"4816","SC",4270.15,2005
"4817","SC",4357.847,2006
"4818","SC",4444.11,2007
"4819","SC",4528.996,2008
"4820","SC",4589.872,2009
"4821","SC",4635.656,2010
"4822","SC",4671.422,2011
"4823","SC",4717.112,2012
"4824","SC",4764.153,2013
"4825","SC",4823.793,2014
"4826","SC",4892.253,2015
"4827","SC",4958.235,2016
"4828","SC",5021.219,2017
"4829","SC",5084.127,2018
"4830","SC",1342,1900
"4831","SC",1361,1901
"4832","SC",1379,1902
"4833","SC",1397,1903
"4834","SC",1415,1904
"4835","SC",1433,1905
"4836","SC",1451,1906
"4837","SC",1468,1907
"4838","SC",1485,1908
"4839","SC",1502,1909
"4840","SC",1523,1910
"4841","SC",1548,1911
"4842","SC",1572,1912
"4843","SC",1599,1913
"4844","SC",1622,1914
"4845","SC",1635,1915
"4846","SC",1650,1916
"4847","SC",1675,1917
"4848","SC",1746,1918
"4849","SC",1687,1919
"4850","SC",1685,1920
"4851","SC",1693,1921
"4852","SC",1692,1922
"4853","SC",1699,1923
"4854","SC",1710,1924
"4855","SC",1718,1925
"4856","SC",1726,1926
"4857","SC",1736,1927
"4858","SC",1739,1928
"4859","SC",1739,1929
"4860","SC",1745,1930
"4861","SC",1753,1931
"4862","SC",1748,1932
"4863","SC",1752,1933
"4864","SC",1760,1934
"4865","SC",1769,1935
"4866","SC",1781,1936
"4867","SC",1802,1937
"4868","SC",1834,1938
"4869","SC",1872,1939
"4870","SC",1902,1940
"4871","SC",1962,1941
"4872","SC",2007,1942
"4873","SC",1967,1943
"4874","SC",1943,1944
"4875","SC",1934,1945
"4876","SC",1936,1946
"4877","SC",1992,1947
"4878","SC",1996,1948
"4879","SC",2029,1949
"4880","SD",655,1950
"4881","SD",655,1951
"4882","SD",651,1952
"4883","SD",648,1953
"4884","SD",655,1954
"4885","SD",663,1955
"4886","SD",670,1956
"4887","SD",666,1957
"4888","SD",656,1958
"4889","SD",667,1959
"4890","SD",683,1960
"4891","SD",693,1961
"4892","SD",705,1962
"4893","SD",708,1963
"4894","SD",701,1964
"4895","SD",692,1965
"4896","SD",683,1966
"4897","SD",671,1967
"4898","SD",669,1968
"4899","SD",668,1969
"4900","SD",666.257,1970
"4901","SD",671.297,1971
"4902","SD",677.234,1972
"4903","SD",678.715,1973
"4904","SD",679.585,1974
"4905","SD",681.042,1975
"4906","SD",686.39,1976
"4907","SD",688.48,1977
"4908","SD",688.58,1978
"4909","SD",688.335,1979
"4910","SD",690.851,1980
"4911","SD",689.584,1981
"4912","SD",690.597,1982
"4913","SD",693.008,1983
"4914","SD",697.249,1984
"4915","SD",698.402,1985
"4916","SD",696.034,1986
"4917","SD",696.036,1987
"4918","SD",698.165,1988
"4919","SD",696.701,1989
"4920","SD",696.667,1990
"4921","SD",701.445,1991
"4922","SD",708.698,1992
"4923","SD",716.258,1993
"4924","SD",723.038,1994
"4925","SD",728.251,1995
"4926","SD",730.699,1996
"4927","SD",730.855,1997
"4928","SD",730.789,1998
"4929","SD",733.133,1999
"4930","SD",755.844,2000
"4931","SD",757.972,2001
"4932","SD",760.02,2002
"4933","SD",763.729,2003
"4934","SD",770.396,2004
"4935","SD",775.493,2005
"4936","SD",783.033,2006
"4937","SD",791.623,2007
"4938","SD",799.124,2008
"4939","SD",807.067,2009
"4940","SD",816.165,2010
"4941","SD",823.484,2011
"4942","SD",833.496,2012
"4943","SD",842.27,2013
"4944","SD",849.088,2014
"4945","SD",853.933,2015
"4946","SD",862.89,2016
"4947","SD",873.286,2017
"4948","SD",882.235,2018
"4949","SD",403,1900
"4950","SD",418,1901
"4951","SD",431,1902
"4952","SD",437,1903
"4953","SD",452,1904
"4954","SD",461,1905
"4955","SD",477,1906
"4956","SD",498,1907
"4957","SD",527,1908
"4958","SD",553,1909
"4959","SD",590,1910
"4960","SD",602,1911
"4961","SD",592,1912
"4962","SD",584,1913
"4963","SD",581,1914
"4964","SD",585,1915
"4965","SD",595,1916
"4966","SD",599,1917
"4967","SD",570,1918
"4968","SD",606,1919
"4969","SD",640,1920
"4970","SD",652,1921
"4971","SD",660,1922
"4972","SD",669,1923
"4973","SD",673,1924
"4974","SD",682,1925
"4975","SD",683,1926
"4976","SD",682,1927
"4977","SD",685,1928
"4978","SD",690,1929
"4979","SD",693,1930
"4980","SD",694,1931
"4981","SD",692,1932
"4982","SD",690,1933
"4983","SD",682,1934
"4984","SD",674,1935
"4985","SD",666,1936
"4986","SD",656,1937
"4987","SD",649,1938
"4988","SD",645,1939
"4989","SD",641,1940
"4990","SD",613,1941
"4991","SD",589,1942
"4992","SD",587,1943
"4993","SD",565,1944
"4994","SD",579,1945
"4995","SD",588,1946
"4996","SD",601,1947
"4997","SD",612,1948
"4998","SD",631,1949
"4999","TN",3315,1950
"5000","TN",3372,1951
"5001","TN",3352,1952
"5002","TN",3319,1953
"5003","TN",3359,1954
"5004","TN",3415,1955
"5005","TN",3415,1956
"5006","TN",3434,1957
"5007","TN",3471,1958
"5008","TN",3522,1959
"5009","TN",3575,1960
"5010","TN",3622,1961
"5011","TN",3673,1962
"5012","TN",3718,1963
"5013","TN",3771,1964
"5014","TN",3798,1965
"5015","TN",3822,1966
"5016","TN",3859,1967
"5017","TN",3878,1968
"5018","TN",3897,1969
"5019","TN",3926.018,1970
"5020","TN",4013.608,1971
"5021","TN",4094.611,1972
"5022","TN",4147.401,1973
"5023","TN",4213.509,1974
"5024","TN",4275.566,1975
"5025","TN",4346.928,1976
"5026","TN",4422.921,1977
"5027","TN",4486.314,1978
"5028","TN",4560.473,1979
"5029","TN",4600.252,1980
"5030","TN",4627.658,1981
"5031","TN",4646.041,1982
"5032","TN",4659.749,1983
"5033","TN",4686.737,1984
"5034","TN",4715.296,1985
"5035","TN",4738.708,1986
"5036","TN",4782.927,1987
"5037","TN",4822.437,1988
"5038","TN",4854.444,1989
"5039","TN",4890.626,1990
"5040","TN",4946.886,1991
"5041","TN",5013.999,1992
"5042","TN",5085.666,1993
"5043","TN",5163.016,1994
"5044","TN",5241.168,1995
"5045","TN",5313.576,1996
"5046","TN",5378.433,1997
"5047","TN",5432.679,1998
"5048","TN",5483.535,1999
"5049","TN",5703.719,2000
"5050","TN",5750.789,2001
"5051","TN",5795.918,2002
"5052","TN",5847.812,2003
"5053","TN",5910.809,2004
"5054","TN",5991.057,2005
"5055","TN",6088.766,2006
"5056","TN",6175.727,2007
"5057","TN",6247.411,2008
"5058","TN",6306.019,2009
"5059","TN",6355.301,2010
"5060","TN",6397.41,2011
"5061","TN",6451.281,2012
"5062","TN",6493.432,2013
"5063","TN",6540.826,2014
"5064","TN",6590.808,2015
"5065","TN",6645.011,2016
"5066","TN",6708.794,2017
"5067","TN",6770.01,2018
"5068","TN",2023,1900
"5069","TN",2041,1901
"5070","TN",2060,1902
"5071","TN",2082,1903
"5072","TN",2086,1904
"5073","TN",2111,1905
"5074","TN",2136,1906
"5075","TN",2136,1907
"5076","TN",2164,1908
"5077","TN",2177,1909
"5078","TN",2191,1910
"5079","TN",2197,1911
"5080","TN",2218,1912
"5081","TN",2257,1913
"5082","TN",2289,1914
"5083","TN",2294,1915
"5084","TN",2304,1916
"5085","TN",2331,1917
"5086","TN",2288,1918
"5087","TN",2305,1919
"5088","TN",2329,1920
"5089","TN",2369,1921
"5090","TN",2424,1922
"5091","TN",2463,1923
"5092","TN",2502,1924
"5093","TN",2531,1925
"5094","TN",2553,1926
"5095","TN",2608,1927
"5096","TN",2624,1928
"5097","TN",2604,1929
"5098","TN",2619,1930
"5099","TN",2657,1931
"5100","TN",2711,1932
"5101","TN",2747,1933
"5102","TN",2784,1934
"5103","TN",2798,1935
"5104","TN",2791,1936
"5105","TN",2795,1937
"5106","TN",2821,1938
"5107","TN",2874,1939
"5108","TN",2935,1940
"5109","TN",2973,1941
"5110","TN",2939,1942
"5111","TN",2972,1943
"5112","TN",2868,1944
"5113","TN",2878,1945
"5114","TN",3074,1946
"5115","TN",3166,1947
"5116","TN",3216,1948
"5117","TN",3236,1949
"5118","TX",7776,1950
"5119","TX",8111,1951
"5120","TX",8314,1952
"5121","TX",8336,1953
"5122","TX",8382,1954
"5123","TX",8660,1955
"5124","TX",8830,1956
"5125","TX",9070,1957
"5126","TX",9252,1958
"5127","TX",9405,1959
"5128","TX",9624,1960
"5129","TX",9820,1961
"5130","TX",10053,1962
"5131","TX",10159,1963
"5132","TX",10270,1964
"5133","TX",10378,1965
"5134","TX",10492,1966
"5135","TX",10599,1967
"5136","TX",10819,1968
"5137","TX",11045,1969
"5138","TX",11198.655,1970
"5139","TX",11509.848,1971
"5140","TX",11759.148,1972
"5141","TX",12019.543,1973
"5142","TX",12268.629,1974
"5143","TX",12568.843,1975
"5144","TX",12904.089,1976
"5145","TX",13193.05,1977
"5146","TX",13500.429,1978
"5147","TX",13888.371,1979
"5148","TX",14338.208,1980
"5149","TX",14746.318,1981
"5150","TX",15331.415,1982
"5151","TX",15751.676,1983
"5152","TX",16007.086,1984
"5153","TX",16272.734,1985
"5154","TX",16561.113,1986
"5155","TX",16621.791,1987
"5156","TX",16667.022,1988
"5157","TX",16806.735,1989
"5158","TX",17044.714,1990
"5159","TX",17339.904,1991
"5160","TX",17650.479,1992
"5161","TX",17996.764,1993
"5162","TX",18338.319,1994
"5163","TX",18679.706,1995
"5164","TX",19006.24,1996
"5165","TX",19355.427,1997
"5166","TX",19712.389,1998
"5167","TX",20044.141,1999
"5168","TX",20944.499,2000
"5169","TX",21319.622,2001
"5170","TX",21690.325,2002
"5171","TX",22030.931,2003
"5172","TX",22394.023,2004
"5173","TX",22778.123,2005
"5174","TX",23359.58,2006
"5175","TX",23831.983,2007
"5176","TX",24309.039,2008
"5177","TX",24801.761,2009
"5178","TX",25242.679,2010
"5179","TX",25646.227,2011
"5180","TX",26089.62,2012
"5181","TX",26489.464,2013
"5182","TX",26977.142,2014
"5183","TX",27486.814,2015
"5184","TX",27937.492,2016
"5185","TX",28322.717,2017
"5186","TX",28701.845,2018
"5187","TX",3055,1900
"5188","TX",3132,1901
"5189","TX",3210,1902
"5190","TX",3291,1903
"5191","TX",3374,1904
"5192","TX",3459,1905
"5193","TX",3546,1906
"5194","TX",3636,1907
"5195","TX",3727,1908
"5196","TX",3821,1909
"5197","TX",3922,1910
"5198","TX",4016,1911
"5199","TX",4107,1912
"5200","TX",4207,1913
"5201","TX",4300,1914
"5202","TX",4368,1915
"5203","TX",4444,1916
"5204","TX",4563,1917
"5205","TX",4666,1918
"5206","TX",4631,1919
"5207","TX",4723,1920
"5208","TX",4853,1921
"5209","TX",4955,1922
"5210","TX",5077,1923
"5211","TX",5210,1924
"5212","TX",5332,1925
"5213","TX",5453,1926
"5214","TX",5577,1927
"5215","TX",5675,1928
"5216","TX",5762,1929
"5217","TX",5844,1930
"5218","TX",5907,1931
"5219","TX",5961,1932
"5220","TX",6014,1933
"5221","TX",6053,1934
"5222","TX",6123,1935
"5223","TX",6192,1936
"5224","TX",6250,1937
"5225","TX",6301,1938
"5226","TX",6360,1939
"5227","TX",6425,1940
"5228","TX",6585,1941
"5229","TX",6711,1942
"5230","TX",7012,1943
"5231","TX",6876,1944
"5232","TX",6826,1945
"5233","TX",7197,1946
"5234","TX",7388,1947
"5235","TX",7626,1948
"5236","TX",7623,1949
"5237","UT",696,1950
"5238","UT",706,1951
"5239","UT",724,1952
"5240","UT",739,1953
"5241","UT",750,1954
"5242","UT",783,1955
"5243","UT",809,1956
"5244","UT",826,1957
"5245","UT",845,1958
"5246","UT",870,1959
"5247","UT",900,1960
"5248","UT",936,1961
"5249","UT",958,1962
"5250","UT",974,1963
"5251","UT",978,1964
"5252","UT",994,1965
"5253","UT",1009,1966
"5254","UT",1019,1967
"5255","UT",1029,1968
"5256","UT",1047,1969
"5257","UT",1059.273,1970
"5258","UT",1101.192,1971
"5259","UT",1135.449,1972
"5260","UT",1170.04,1973
"5261","UT",1200.471,1974
"5262","UT",1236.03,1975
"5263","UT",1274.928,1976
"5264","UT",1319.512,1977
"5265","UT",1367.51,1978
"5266","UT",1420.238,1979
"5267","UT",1472.595,1980
"5268","UT",1515.471,1981
"5269","UT",1558.314,1982
"5270","UT",1594.943,1983
"5271","UT",1622.342,1984
"5272","UT",1642.91,1985
"5273","UT",1662.834,1986
"5274","UT",1678.119,1987
"5275","UT",1689.372,1988
"5276","UT",1705.864,1989
"5277","UT",1729.722,1990
"5278","UT",1771.941,1991
"5279","UT",1821.498,1992
"5280","UT",1875.993,1993
"5281","UT",1930.436,1994
"5282","UT",1976.774,1995
"5283","UT",2022.253,1996
"5284","UT",2065.397,1997
"5285","UT",2100.562,1998
"5286","UT",2129.836,1999
"5287","UT",2244.502,2000
"5288","UT",2283.715,2001
"5289","UT",2324.815,2002
"5290","UT",2360.137,2003
"5291","UT",2401.58,2004
"5292","UT",2457.719,2005
"5293","UT",2525.507,2006
"5294","UT",2597.746,2007
"5295","UT",2663.029,2008
"5296","UT",2723.421,2009
"5297","UT",2775.334,2010
"5298","UT",2814.216,2011
"5299","UT",2853.467,2012
"5300","UT",2897.927,2013
"5301","UT",2937.399,2014
"5302","UT",2982.497,2015
"5303","UT",3042.613,2016
"5304","UT",3103.118,2017
"5305","UT",3161.105,2018
"5306","UT",277,1900
"5307","UT",284,1901
"5308","UT",292,1902
"5309","UT",299,1903
"5310","UT",308,1904
"5311","UT",316,1905
"5312","UT",327,1906
"5313","UT",339,1907
"5314","UT",351,1908
"5315","UT",363,1909
"5316","UT",377,1910
"5317","UT",387,1911
"5318","UT",399,1912
"5319","UT",410,1913
"5320","UT",422,1914
"5321","UT",430,1915
"5322","UT",436,1916
"5323","UT",444,1917
"5324","UT",437,1918
"5325","UT",446,1919
"5326","UT",453,1920
"5327","UT",457,1921
"5328","UT",467,1922
"5329","UT",474,1923
"5330","UT",481,1924
"5331","UT",487,1925
"5332","UT",494,1926
"5333","UT",500,1927
"5334","UT",504,1928
"5335","UT",508,1929
"5336","UT",509,1930
"5337","UT",513,1931
"5338","UT",517,1932
"5339","UT",520,1933
"5340","UT",522,1934
"5341","UT",526,1935
"5342","UT",527,1936
"5343","UT",529,1937
"5344","UT",535,1938
"5345","UT",543,1939
"5346","UT",552,1940
"5347","UT",551,1941
"5348","UT",575,1942
"5349","UT",631,1943
"5350","UT",605,1944
"5351","UT",591,1945
"5352","UT",638,1946
"5353","UT",636,1947
"5354","UT",653,1948
"5355","UT",671,1949
"5356","VA",3315,1950
"5357","VA",3434,1951
"5358","VA",3504,1952
"5359","VA",3557,1953
"5360","VA",3555,1954
"5361","VA",3588,1955
"5362","VA",3722,1956
"5363","VA",3844,1957
"5364","VA",3914,1958
"5365","VA",3951,1959
"5366","VA",3986,1960
"5367","VA",4095,1961
"5368","VA",4180,1962
"5369","VA",4276,1963
"5370","VA",4357,1964
"5371","VA",4411,1965
"5372","VA",4456,1966
"5373","VA",4508,1967
"5374","VA",4558,1968
"5375","VA",4614,1969
"5376","VA",4651.448,1970
"5377","VA",4750.838,1971
"5378","VA",4824.472,1972
"5379","VA",4901.292,1973
"5380","VA",4971.069,1974
"5381","VA",5047.395,1975
"5382","VA",5121.863,1976
"5383","VA",5193.112,1977
"5384","VA",5270.24,1978
"5385","VA",5307.945,1979
"5386","VA",5368.334,1980
"5387","VA",5444.097,1981
"5388","VA",5492.783,1982
"5389","VA",5564.657,1983
"5390","VA",5643.87,1984
"5391","VA",5715.153,1985
"5392","VA",5811.7,1986
"5393","VA",5932.268,1987
"5394","VA",6036.909,1988
"5395","VA",6120.246,1989
"5396","VA",6213.526,1990
"5397","VA",6283.853,1991
"5398","VA",6383.315,1992
"5399","VA",6464.795,1993
"5400","VA",6536.771,1994
"5401","VA",6601.392,1995
"5402","VA",6665.491,1996
"5403","VA",6732.878,1997
"5404","VA",6789.225,1998
"5405","VA",6872.912,1999
"5406","VA",7105.817,2000
"5407","VA",7198.362,2001
"5408","VA",7286.873,2002
"5409","VA",7366.977,2003
"5410","VA",7475.575,2004
"5411","VA",7577.105,2005
"5412","VA",7673.725,2006
"5413","VA",7751,2007
"5414","VA",7833.496,2008
"5415","VA",7925.937,2009
"5416","VA",8023.68,2010
"5417","VA",8100.469,2011
"5418","VA",8185.229,2012
"5419","VA",8253.053,2013
"5420","VA",8312.076,2014
"5421","VA",8362.907,2015
"5422","VA",8410.946,2016
"5423","VA",8465.207,2017
"5424","VA",8517.685,2018
"5425","VA",1858,1900
"5426","VA",1887,1901
"5427","VA",1894,1902
"5428","VA",1890,1903
"5429","VA",1889,1904
"5430","VA",1917,1905
"5431","VA",1942,1906
"5432","VA",1952,1907
"5433","VA",1994,1908
"5434","VA",2038,1909
"5435","VA",2071,1910
"5436","VA",2092,1911
"5437","VA",2122,1912
"5438","VA",2176,1913
"5439","VA",2241,1914
"5440","VA",2294,1915
"5441","VA",2316,1916
"5442","VA",2313,1917
"5443","VA",2359,1918
"5444","VA",2318,1919
"5445","VA",2347,1920
"5446","VA",2395,1921
"5447","VA",2412,1922
"5448","VA",2423,1923
"5449","VA",2426,1924
"5450","VA",2423,1925
